TYPE,CONC_NM_PBPK_pred,DV_NM
SAMPLE,32342.262,3069.02376100023
SAMPLE,27433.796,2122.59654413762
SAMPLE,22268.261,1473.10916499223
SAMPLE,15857.987,1335.14672845782
SAMPLE,8533.622,784.286665735976
SAMPLE,4445.438,251.39436581741
SAMPLE,2394.5613,133.558807592777
SAMPLE,262.7787,6.19301725097483
DOSE,0,NA
SAMPLE,24733.28,38264.0747626619
SAMPLE,17826.155,19394.4120203381
SAMPLE,12255.466,10065.6935408805
SAMPLE,7509.3155,3152.18931596245
SAMPLE,5088.4533,1009.0226412632
SAMPLE,2486.1593,350.407513420035
SAMPLE,708.67854,110.262412275093
SAMPLE,260.9615,96.7593910482141
SAMPLE,133.09191,57.333995202703
SAMPLE,11.177617,3.21054511762496
DOSE,0,NA
SAMPLE,35263.75,9016.54466249013
SAMPLE,34759.926,2163.52761563599
SAMPLE,34189.064,661.537677843662
SAMPLE,32538.296,185.483560942324
SAMPLE,30374.836,76.6006758620533
SAMPLE,26703.684,33.961231988706
SAMPLE,21016.174,13.2920568528215
SAMPLE,16797.379,3.39480250720352
SAMPLE,13580.382,2.25075624730784
DOSE,0,NA
SAMPLE,12427.3205,6243.82311195234
SAMPLE,5618.1793,2122.5987140722
SAMPLE,2859.7572,1134.67185779052
SAMPLE,753.3122,349.886980421751
SAMPLE,262.8119,107.109719124646
SAMPLE,66.00043,35.8589044766342
SAMPLE,16.588122,6.67695120452573
SAMPLE,6.0408995,1.91779778481657
DOSE,0,NA
SAMPLE,35892.754,8619.90570716099
SAMPLE,35378.468,1588.49738489019
SAMPLE,34919.632,676.253026733554
SAMPLE,34054.092,163.794571732716
SAMPLE,33086.3,73.9890622022736
SAMPLE,31468.697,46.0470056617595
SAMPLE,28699.911,14.068550515053
SAMPLE,26297.23,4.08172208547519
SAMPLE,24170.433,2.03610409016432
DOSE,0,NA
SAMPLE,33497.63,12204.686614148
SAMPLE,32743.84,3509.29416636732
SAMPLE,31543.604,1202.2458226578
SAMPLE,27608.154,405.090708348206
SAMPLE,22999.376,189.343675557868
SAMPLE,16527.87,124.036329142712
SAMPLE,9145.596,40.1149951181412
SAMPLE,5324.6818,9.16241796922274
SAMPLE,3219.799,5.84184377510158
DOSE,0,NA
SAMPLE,6859.638,6101.38904217936
SAMPLE,5366,2592.162934412
SAMPLE,4881.92,1757.35015292524
SAMPLE,3727.7977,1337.63397912811
SAMPLE,2437.3603,974.847268274039
SAMPLE,1097.4258,638.879035064008
SAMPLE,289.8197,384.70287590136
SAMPLE,105.14908,160.8390965415
SAMPLE,48.45812,83.9343907733477
SAMPLE,3.4385086,4.37019119504796
DOSE,0,NA
SAMPLE,32275.753,8245.58532063215
SAMPLE,27131.216,4581.1745830367
SAMPLE,21890.871,3289.814601661
SAMPLE,10608.004,1913.91445907093
SAMPLE,4117.036,1329.34443147719
SAMPLE,921.1796,880.523154903336
SAMPLE,257.48205,569.47745946724
SAMPLE,220.14065,388.136293083378
SAMPLE,156.44419,309.60022103982
SAMPLE,26.928574,23.4502910618066
DOSE,0,NA
SAMPLE,12939.115,1281.94895678035
SAMPLE,7167.129,451.166252883651
SAMPLE,5020.2155,267.979883507865
SAMPLE,2632.723,177.955580490107
SAMPLE,1222.0533,84.7686575683009
SAMPLE,291.7268,18.2743684179011
SAMPLE,17.117007,12.1153146566233
SAMPLE,1.2630735,7.44378957694203
SAMPLE,0.20101068,5.04280443882009
DOSE,0,NA
SAMPLE,12939.115,13541.0823243233
SAMPLE,7167.129,7394.30984233308
SAMPLE,5020.2155,3334.33466965439
SAMPLE,2632.723,1483.34827239362
SAMPLE,1222.0533,617.311610509376
SAMPLE,291.7268,124.537146865019
SAMPLE,17.117007,45.8686090769217
SAMPLE,1.2630735,38.1822476420826
SAMPLE,0.20101068,18.4827604318797
DOSE,0,NA
SAMPLE,37962.635,18526.5500197415
SAMPLE,34835.724,4783.18755802466
SAMPLE,30762.758,2242.12321000963
SAMPLE,19879.162,870.131515576425
SAMPLE,11210.139,402.504356182399
SAMPLE,4654.1734,223.689156259483
SAMPLE,1637.58,114.656980940952
SAMPLE,781.8872,82.0800609015539
SAMPLE,468.38692,57.1461733973461
SAMPLE,51.599767,4.41555564148507
DOSE,0,NA
SAMPLE,19933.903,43082.287620515
SAMPLE,16410.563,36012.1808229058
SAMPLE,13044.345,23023.2267504299
SAMPLE,6814.146,18230.9555852735
SAMPLE,3416.5494,15830.3788746304
SAMPLE,1642.7085,9740.90255205793
SAMPLE,903.88006,5686.59422298508
SAMPLE,635.8568,2831.98442481572
SAMPLE,479.89574,1989.66953062908
SAMPLE,104.29206,139.747900622213
DOSE,0,NA
SAMPLE,16410.563,38779.1279415439
SAMPLE,13044.345,33191.5974178861
SAMPLE,10858.609,29443.0624016504
SAMPLE,6814.146,22428.2904890096
SAMPLE,3416.5494,16309.8504474922
SAMPLE,1642.7085,9138.39927964204
SAMPLE,903.88006,5082.79943690562
SAMPLE,635.8568,1360.7775605832
SAMPLE,479.89574,712.233401204326
SAMPLE,104.29206,47.7150530048433
DOSE,0,NA
SAMPLE,8907.29,12223.2886734252
SAMPLE,4454.9294,4707.37069173309
SAMPLE,3041.545,2352.94960068574
SAMPLE,1849.3174,387.993070736607
SAMPLE,1142.0226,103.216739292547
SAMPLE,587.93503,46.8701524307649
SAMPLE,231.04794,21.852073165673
SAMPLE,104.301,7.07181318436933
SAMPLE,53.198744,5.2282340972685
DOSE,0,NA
SAMPLE,23998.16,4822.31746680625
SAMPLE,13390.46,3310.27374870683
SAMPLE,5851.8963,2834.25999383889
SAMPLE,305.6414,1917.41966945531
SAMPLE,46.313252,1369.03974836947
SAMPLE,44.492584,747.738369140854
SAMPLE,37.394825,328.062261996092
SAMPLE,24.63186,197.009431153481
SAMPLE,17.047621,165.268255326396
SAMPLE,2.8592432,80.6181354074502
DOSE,0,NA
SAMPLE,28186.007,24180.1551819983
SAMPLE,27733.196,9983.37984383913
SAMPLE,27343.27,5624.85088924455
SAMPLE,26431.934,4208.40513040691
SAMPLE,25235.51,4107.96268446678
SAMPLE,23118.58,2853.12168003112
SAMPLE,19584.309,2261.71352796313
SAMPLE,16726.473,1372.89938286887
SAMPLE,14379.144,1015.6155218694
SAMPLE,4994.74,270.658711507004
DOSE,0,NA
SAMPLE,31660.332,30258.8976290244
SAMPLE,29423.061,13573.300597543
SAMPLE,26149.698,8136.11701677773
SAMPLE,17353.68,3211.04955447768
SAMPLE,10509.32,826.098691253474
SAMPLE,5333.891,233.763341346796
SAMPLE,2436.4185,68.3825485406767
SAMPLE,1352.6541,87.2240644479553
SAMPLE,803.0287,13.3393242655773
DOSE,0,NA
SAMPLE,10469.633,1122.56803149664
SAMPLE,4306.427,980.479761296935
SAMPLE,1871.086,731.933359774956
SAMPLE,580.2659,532.098400868784
SAMPLE,365.77266,379.079730056077
SAMPLE,257.30073,178.468842211409
SAMPLE,167.57226,55.0941587708986
SAMPLE,111.75295,17.2260514645929
SAMPLE,74.81578,6.28662073904598
DOSE,0,NA
SAMPLE,19222.126,10551.2569048774
SAMPLE,13728.207,7408.56681275702
SAMPLE,8952.466,4035.64126378929
SAMPLE,4047.044,3326.92249292125
SAMPLE,2030.4446,3108.21108624018
SAMPLE,500.2316,2505.00946835661
SAMPLE,30.172937,1910.24733556445
SAMPLE,5.1711393,1522.54955272528
SAMPLE,3.2481127,1164.81457586255
SAMPLE,1.147978,324.725022583507
DOSE,0,NA
SAMPLE,19222.126,11992.7010269949
SAMPLE,13728.207,5521.22562023954
SAMPLE,8952.466,4286.14515796696
SAMPLE,4047.044,3627.40517946845
SAMPLE,2030.4446,3096.36499218998
SAMPLE,500.2316,2613.84306905657
SAMPLE,30.172937,2160.78436676486
SAMPLE,5.1711393,1578.06924212965
SAMPLE,3.2481127,1164.61099121518
SAMPLE,1.147978,329.126063872217
DOSE,0,NA
SAMPLE,22790.634,944.428514095572
SAMPLE,18404.455,654.382202118996
SAMPLE,14760.484,397.037824059759
SAMPLE,9595.275,208.778342278455
SAMPLE,3427.3834,58.9359877198087
SAMPLE,503.68965,8.37040797399932
DOSE,0,NA
SAMPLE,9948.13,8114.04505153298
SAMPLE,6225.818,1502.32955425577
SAMPLE,3541.4436,1010.29359327714
SAMPLE,978.79153,499.395893122447
SAMPLE,575.3975,196.087912245241
SAMPLE,301.9643,55.7935272865739
SAMPLE,104.52564,9.66276943689006
SAMPLE,67.15986,5.57923599089009
SAMPLE,51.311594,2.82882175844766
DOSE,0,NA
SAMPLE,9948.13,5982.59467835056
SAMPLE,6225.818,1391.92872251217
SAMPLE,3541.4436,981.326674618933
SAMPLE,978.79153,524.654887393214
SAMPLE,575.3975,209.526782552888
SAMPLE,301.9643,52.9528466671707
SAMPLE,104.52564,12.286737943276
SAMPLE,67.15986,7.9365271848014
SAMPLE,51.311594,5.75091848376091
SAMPLE,8.659456,2.10769345403696
DOSE,0,NA
SAMPLE,6225.818,1618.46869393059
SAMPLE,2279.13,797.798367678903
SAMPLE,978.79153,567.626382705189
SAMPLE,575.3975,336.71125609639
SAMPLE,301.9643,168.626286799681
SAMPLE,104.52564,88.2322030258497
SAMPLE,51.311594,57.5645805754609
SAMPLE,8.659456,27.500307673669
DOSE,0,NA
SAMPLE,24406.704,3174.09931100267
SAMPLE,18666.945,2492.31982529947
SAMPLE,12188.028,1640.84034345062
SAMPLE,2100.0817,672.684158276259
SAMPLE,156.33169,397.970284950288
SAMPLE,13.347195,206.974234358301
SAMPLE,11.9603565,76.8574186257595
SAMPLE,8.563947,22.1264177363506
SAMPLE,7.6043746,10.2971651920268
DOSE,0,NA
SAMPLE,18666.945,2464.06911624718
SAMPLE,12188.028,2129.63359280732
SAMPLE,2100.0817,977.859436595269
SAMPLE,156.33169,618.60105934712
SAMPLE,13.347195,322.715014506681
SAMPLE,11.9603565,114.811353730562
SAMPLE,8.563947,32.80620243358
SAMPLE,7.6043746,17.6683309308176
DOSE,0,NA
SAMPLE,15210.18,3794.45436755221
SAMPLE,6506.7987,2560.88730231124
SAMPLE,379.68135,916.19546360792
SAMPLE,66.961035,218.025416409619
SAMPLE,21.465253,104.017859090733
SAMPLE,7.7021373,34.3815526714758
SAMPLE,7.0453645,12.2833551668074
SAMPLE,6.167188,6.38295332544969
DOSE,0,NA
SAMPLE,64614.36,9572.6009090962
SAMPLE,60762.98,7033.97290627779
SAMPLE,56055.122,8353.41437849394
SAMPLE,48440.742,6792.10040585734
SAMPLE,37372.04,4039.79487999841
SAMPLE,23753.119,2059.6989383807
SAMPLE,10977.667,659.021691987192
SAMPLE,1514.5357,27.4076533538073
DOSE,0,NA
SAMPLE,11613.462,25500.9332782686
SAMPLE,7615.9835,20135.53858863
SAMPLE,6380.4812,17225.7157987136
SAMPLE,5166.2455,16934.0568679546
SAMPLE,3905.1762,7643.24252353501
SAMPLE,2813.1886,1642.26050543286
SAMPLE,1770.8881,453.666495336354
SAMPLE,334.2037,29.2034921096868
DOSE,0,NA
SAMPLE,61709.66,62951.7276527214
SAMPLE,58897.77,63093.4180449518
SAMPLE,56596.176,68092.8905738655
SAMPLE,54442.87,47181.5859716678
SAMPLE,50546.085,36864.1111668848
SAMPLE,38912.08,37894.431895638
SAMPLE,21524.677,21293.1315527758
SAMPLE,2922.7061,2499.132255223
DOSE,0,NA
SAMPLE,39638.06,1447.45784043739
SAMPLE,39151.806,662.511215507632
SAMPLE,38730.93,264.308501466799
SAMPLE,38401.836,173.185607558864
SAMPLE,37826.015,129.316845703235
SAMPLE,36802.67,79.3380531200155
SAMPLE,35014.523,38.7745649840584
SAMPLE,33380.23,26.5876118620006
SAMPLE,31826.717,15.4159458088887
SAMPLE,21484.959,3.93630707629377
DOSE,0,NA
SAMPLE,29675.66,954.701251110125
SAMPLE,23780.481,710.711309835215
SAMPLE,12199.184,462.965041125815
SAMPLE,5657.595,378.742482280349
SAMPLE,2723.0446,301.115600986207
