TYPE,CONC_NM_PBPK_pred,DV_NM
DOSE,0,NA
SAMPLE,26746.696,24180.1551819983
SAMPLE,24067.823,9983.37984383913
SAMPLE,20919.687,5624.85088924455
SAMPLE,14326.268,4208.40513040691
SAMPLE,11002.614,4107.96268446678
SAMPLE,9228.257,2853.12168003112
SAMPLE,8026.672,2261.71352796313
SAMPLE,7379.274,1372.89938286887
SAMPLE,6897.483,1015.6155218694
SAMPLE,4341.7892,270.658711507004
DOSE,0,NA
SAMPLE,24169.252,30258.8976290244
SAMPLE,19373.663,13573.300597543
SAMPLE,16159.636,8136.11701677773
SAMPLE,11620.681,3211.04955447768
SAMPLE,8182.514,826.098691253474
SAMPLE,4311.2793,233.763341346796
SAMPLE,1406.2243,68.3825485406767
SAMPLE,614.5358,87.2240644479553
SAMPLE,381.35925,13.3393242655773
DOSE,0,NA
SAMPLE,10532.2485,1122.56803149664
SAMPLE,4007.77,980.479761296935
SAMPLE,1331.1467,731.933359774956
SAMPLE,356.90612,532.098400868784
SAMPLE,264.33924,379.079730056077
SAMPLE,206.57194,178.468842211409
SAMPLE,147.50448,55.0941587708986
SAMPLE,108.77661,17.2260514645929
SAMPLE,81.83396,6.28662073904598
DOSE,0,NA
SAMPLE,12422.442,10551.2569048774
SAMPLE,8026.437,7408.56681275702
SAMPLE,4857.352,4035.64126378929
SAMPLE,2173.9852,3326.92249292125
SAMPLE,1424.1242,3108.21108624018
SAMPLE,686.603,2505.00946835661
SAMPLE,298.40812,1910.24733556445
SAMPLE,202.81592,1522.54955272528
SAMPLE,148.88382,1164.81457586255
SAMPLE,19.288236,324.725022583507
DOSE,0,NA
SAMPLE,12422.442,11992.7010269949
SAMPLE,8026.437,5521.22562023954
SAMPLE,4857.352,4286.14515796696
SAMPLE,2173.9852,3627.40517946845
SAMPLE,1424.1242,3096.36499218998
SAMPLE,686.603,2613.84306905657
SAMPLE,298.40812,2160.78436676486
SAMPLE,202.81592,1578.06924212965
SAMPLE,148.88382,1164.61099121518
SAMPLE,19.288236,329.126063872217
DOSE,0,NA
SAMPLE,15715.397,944.428514095572
SAMPLE,11580.676,654.382202118996
SAMPLE,8878.509,397.037824059759
SAMPLE,5992.8055,208.778342278455
SAMPLE,3349.598,58.9359877198087
SAMPLE,1457.3784,8.37040797399932
DOSE,0,NA
SAMPLE,9411.134,8114.04505153298
SAMPLE,5587.111,1502.32955425577
SAMPLE,3007.53,1010.29359327714
SAMPLE,731.26376,499.395893122447
SAMPLE,364.18486,196.087912245241
SAMPLE,241.82357,55.7935272865739
SAMPLE,134.74564,9.66276943689006
SAMPLE,86.51919,5.57923599089009
SAMPLE,62.83258,2.82882175844766
DOSE,0,NA
SAMPLE,9411.134,5982.59467835056
SAMPLE,5587.111,1391.92872251217
SAMPLE,3007.53,981.326674618933
SAMPLE,731.26376,524.654887393214
SAMPLE,364.18486,209.526782552888
SAMPLE,241.82357,52.9528466671707
SAMPLE,134.74564,12.286737943276
SAMPLE,86.51919,7.9365271848014
SAMPLE,62.83258,5.75091848376091
SAMPLE,17.149372,2.10769345403696
DOSE,0,NA
SAMPLE,5587.111,1618.46869393059
SAMPLE,1866.5229,797.798367678903
SAMPLE,731.26376,567.626382705189
SAMPLE,364.18486,336.71125609639
SAMPLE,241.82357,168.626286799681
SAMPLE,134.74564,88.2322030258497
SAMPLE,62.83258,57.5645805754609
SAMPLE,17.149372,27.500307673669
DOSE,0,NA
SAMPLE,4631.419,3174.09931100267
